,Email,Class
4815,"['anything', 'is', 'valuable', 'in', 'only', '2', 'situations', 'first-', 'before', 'getting', 'it', 'second-', 'after', 'loosing', 'it']",ham
5200,"['call', 'germany', 'for', 'only', '1', 'pence', 'per', 'minute!', 'call', 'from', 'a', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', 'no', 'prepayment', 'direct', 'access!', 'wwwtelediscountcouk']",spam
171,"['hmmm', 'thk', 'sure', 'got', 'time', 'to', 'hop', 'ard', 'ya', 'can', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'to', 'discuss', 'liao']",ham
2065,"['then', 'you', 'are', 'eldest', 'know']",ham
5049,"['i', 'will', 'vote', 'for', 'wherever', 'my', 'heart', 'guides', 'me']",ham
3383,"['free', 'msgwe', 'billed', 'your', 'mobile', 'number', 'by', 'mistake', 'from', 'shortcode', '83332please', 'call', '08081263000', 'to', 'have', 'charges', 'refundedthis', 'call', 'will', 'be', 'free', 'from', 'a', 'bt', 'landline']",spam
3127,"['would', 'u', 'fuckin', 'believe', 'it', 'they', 'didnt', 'know', 'i', 'had', 'thurs', 'pre', 'booked', 'off', 'so', 'they', 're', 'cancelled', 'me', 'again!', 'that', 'needs', 'to', 'b', 'sacked']",ham
5345,"['wat', 'ì_', 'doing', 'now?']",ham
3405,"['\\hey', 'das', 'cool', 'iknow', 'all', '2', 'wellda', 'peril', 'of', 'studentfinancial', 'crisis!spk', '2', 'u', 'l8r\\']",ham
3562,"['auction', 'round', '4', 'the', 'highest', 'bid', 'is', 'now', 'å£54', 'next', 'maximum', 'bid', 'is', 'å£71', 'to', 'bid', 'send', 'bids', 'e', 'g', '10', 'to', 'bid', 'å£10', 'to', '83383', 'good', 'luck']",spam
2381,"['i', 'will', 'reach', 'before', 'ten', 'morning']",ham
2491,"['no', 'drama', 'plsi', 'have', 'had', 'enough', 'from', 'you', 'and', 'family', 'while', 'i', 'am', 'struggling', 'in', 'the', 'hot', 'sun', 'in', 'a', 'strange', 'placeno', 'reason', 'why', 'there', 'should', 'be', 'an', 'ego', 'of', 'not', 'going', 'if', 'not', 'invited', 'when', 'actually', 'its', 'necessity', 'to', 'gowait', 'for', 'very', 'serious', 'reppurcussions']",ham
3805,"['urgent!', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'å£900', 'prize', 'guaranteed', 'call', '09061701851', 'claim', 'code', 'k61', 'valid', '12hours', 'only']",spam
4633,"['these', 'wont', 'do', 'have', 'to', 'move', 'on', 'to', 'morphine']",ham
5143,"['hi', 'darlin', 'im', 'on', 'helens', 'fone', 'im', 'gonna', 'b', 'up', 'the', 'princes', '2', 'nite', 'please', 'come', 'up', 'tb', 'love', 'kate']",ham
1546,"['shant', 'disturb', 'u', 'anymore', 'jia', 'you']",ham
5145,"['aiyar', 'u', 'so', 'poor', 'thing', 'i', 'give', 'u', 'my', 'support', 'k', 'jia', 'you!', 'ill', 'think', 'of', 'u']",ham
554,"['i‰û÷ll', 'have', 'a', 'look', 'at', 'the', 'frying', 'pan', 'in', 'case', 'it‰û÷s', 'cheap', 'or', 'a', 'book', 'perhaps', 'no', 'that‰û÷s', 'silly', 'a', 'frying', 'pan', 'isn‰û÷t', 'likely', 'to', 'be', 'a', 'book']",ham
3596,"['congratulations', 'youve', 'won', 'youre', 'a', 'winner', 'in', 'our', 'august', 'å£1000', 'prize', 'draw', 'call', '09066660100', 'now', 'prize', 'code', '2309']",spam
2181,"['ps', 'u', 'no', 'ur', 'a', 'grown', 'up', 'now', 'right?']",ham
2021,"['u', 'can', 'win', 'å£100', 'of', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'now', 'txt', 'the', 'word', 'draw', 'to', '87066', 'tscs', 'wwwldewcom', 'skillgame1winaweek', 'age16150ppermesssubscription']",spam
958,"['my', 'sort', 'code', 'is', 'and', 'acc', 'no', 'is', 'the', 'bank', 'is', 'natwest', 'can', 'you', 'reply', 'to', 'confirm', 'ive', 'sent', 'this', 'to', 'the', 'right', 'person!']",ham
2597,"['okie', 'thanx']",ham
3342,"['i', 'havent', 'forgotten', 'you', 'i', 'might', 'have', 'a', 'couple', 'bucks', 'to', 'send', 'you', 'tomorrow', 'k?', 'i', 'love', 'ya', 'too']",ham
1916,"['we', 'not', 'leaving', 'yet', 'ok', 'lor', 'then', 'we', 'go', 'elsewhere', 'n', 'eat', 'u', 'thk']",ham
87,"['yes', 'i', 'started', 'to', 'send', 'requests', 'to', 'make', 'it', 'but', 'pain', 'came', 'back', 'so', 'im', 'back', 'in', 'bed', 'double', 'coins', 'at', 'the', 'factory', 'too', 'i', 'gotta', 'cash', 'in', 'all', 'my', 'nitros']",ham
758,"['u', 'should', 'have', 'made', 'an', 'appointment']",ham
3704,"['ok', 'very', 'good', 'its', 'all', 'about', 'making', 'that', 'money']",ham
2804,"['i', 'think', 'its', 'all', 'still', 'in', 'my', 'car']",ham
3290,"['im', 'not', 'smoking', 'while', 'people', 'use', '\\wylie', 'smokes', 'too', 'much\\', 'to', 'justify', 'ruining', 'my', 'shit']",ham
1265,"['im', 'in', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'byåóleafcutter', 'johnåó-sounds', 'like', 'insects', 'being', 'molested&someone', 'plumbingremixed', 'by', 'evil', 'men', 'on', 'acid!']",ham
4273,"['ball', 'is', 'moving', 'a', 'lotwill', 'spin', 'in', 'last', 'so', 'very', 'difficult', 'to', 'bat']",ham
593,"['you', 'still', 'at', 'grand', 'prix?']",ham
714,"['he', 'also', 'knows', 'about', 'lunch', 'menu', 'only', 'da', 'i', 'know']",ham
5396,"['as', 'in', 'i', 'want', 'custom', 'officer', 'discount', 'oh']",ham
1464,"['wat', 'makes', 'u', 'thk', 'ill', 'fall', 'down', 'but', 'actually', 'i', 'thk', 'im', 'quite', 'prone', '2', 'falls', 'lucky', 'my', 'dad', 'at', 'home', 'i', 'ask', 'him', 'come', 'n', 'fetch', 'me', 'already']",ham
2979,"['what', 'u', 'mean', 'u', 'almost', 'done?', 'done', 'wif', 'sleeping?', 'but', 'i', 'tot', 'u', 'going', 'to', 'take', 'a', 'nap', 'yup', 'i', 'send', 'her', 'liao', 'so', 'im', 'picking', 'her', 'up', 'at', 'ard', '4', 'smth', 'lor']",ham
4903,"['no', 'i', '*didnt*', 'mean', 'to', 'post', 'it', 'i', 'wrote', 'it', 'and', 'like', 'so', 'many', 'other', 'times', 'ive', 'ritten', 'stuff', 'to', 'you', 'i', 'let', 'it', 'sit', 'there', 'it', 'was', 'what', 'i', 'was', 'feeling', 'at', 'the', 'time', 'i', 'was', 'angry', 'before', 'i', 'left', 'i', 'hit', 'send', 'then', 'stop', 'it', 'wasnt', 'there', 'i', 'checked', 'on', 'my', 'phone', 'when', 'i', 'got', 'to', 'my', 'car', 'it', 'wasnt', 'there', 'you', 'said', 'you', 'didnt', 'sleep', 'you', 'were', 'bored', 'so', 'why', 'wouldnt', 'that', 'be', 'the', 'time', 'to', 'clean', 'fold', 'laundry', 'etc?', 'at', 'least', 'make', 'the', 'bed?']",ham
2038,"['dont', 'pack', 'what', 'you', 'can', 'buy', 'at', 'any', 'storelike', 'cereals', 'if', 'you', 'must', 'pack', 'food', 'pack', 'gari', 'or', 'something', '9ja', 'that', 'you', 'will', 'miss']",ham
4199,"['i', 'will', 'come', 'tomorrow', 'di']",ham
4654,"['our', 'prasanth', 'ettans', 'mother', 'passed', 'away', 'last', 'night', 'just', 'pray', 'for', 'her', 'and', 'family']",ham
575,"['you', 'have', 'won', '?1000', 'cash', 'or', 'a', '?2000', 'prize!', 'to', 'claim', 'call09050000327']",spam
1639,"['alright', 'were', 'all', 'set', 'here', 'text', 'the', 'man']",ham
3443,"['yes', 'but', 'i', 'dont', 'care', 'cause', 'i', 'know', 'its', 'there!']",ham
5429,"['er', 'yeah', 'i', 'will', 'b', 'there', 'at', '1526', 'sorry!', 'just', 'tell', 'me', 'which', 'pub/cafe', 'to', 'sit', 'in', 'and', 'come', 'wen', 'u', 'can']",ham
2746,"['ya', 'had', 'just', 'nowonion', 'roast']",ham
2682,"['im', 'okay', 'chasing', 'the', 'dream', 'whats', 'good', 'what', 'are', 'you', 'doing', 'next']",ham
2525,"['do', 'u', 'noe', 'how', '2', 'send', 'files', 'between', '2', 'computers?']",ham
5169,"['now', 'im', 'going', 'for', 'lunch']",ham
4876,"['the', 'worlds', 'most', 'happiest', 'frnds', 'never', 'have', 'the', 'same', 'characters', 'dey', 'just', 'have', 'the', 'best', 'understanding', 'of', 'their', 'differences']",ham
4614,"['sunshine', 'quiz!', 'win', 'a', 'super', 'sony', 'dvd', 'recorder', 'if', 'you', 'canname', 'the', 'capital', 'of', 'australia?', 'text', 'mquiz', 'to', '82277', 'b']",spam
3112,"['wat', 'time', 'liao', 'where', 'still', 'got']",ham
3268,"['raviyog', 'peripherals', 'bhayandar', 'east']",ham
605,"['take', 'care', 'n', 'get', 'well', 'soon']",ham
5316,"['jus', 'finish', 'watching', 'tv', 'u?']",ham
394,"['pick', 'you', 'up', 'bout', '730ish?', 'what', 'time', 'are', 'and', 'that', 'going?']",ham
3616,"['sorry', 'sent', 'blank', 'msg', 'again', 'yup', 'but', 'trying', '2', 'do', 'some', 'serious', 'studying', 'now']",ham
934,"['dear', 'matthew', 'please', 'call', '09063440451', 'from', 'a', 'landline', 'your', 'complimentary', '4*lux', 'tenerife', 'holiday', 'or', 'å£1000', 'cash', 'await', 'collection', 'ppm150', 'sae', 't&cs', 'box334', 'sk38xh']",spam
2679,"['solve', 'd', 'case', 'a', 'man', 'was', 'found', 'murdered', 'on', '&lt;decimal&gt;', '&lt;#&gt;', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'was', 'sleeping', 'when', 'the', 'murder', 'took', 'place', '4cook', 'i', 'was', 'cooking', '5gardener', 'i', 'was', 'picking', 'vegetables', '6house-maid', 'i', 'went', '2', 'd', 'post', 'office', '7children', 'we', 'went', '2', 'play', '8neighbour', 'we', 'went', '2', 'a', 'marriage', 'police', 'arrested', 'd', 'murderer', 'immediately', 'whos', 'it?', 'reply', 'with', 'reason', 'if', 'u', 'r', 'brilliant']",ham
5238,"['yeah', 'i', 'can', 'still', 'give', 'you', 'a', 'ride']",ham
1935,"['my', 'planning', 'usually', 'stops', 'at', '\\find', 'hella', 'weed']",ham
3295,"['hi', 'there', 'we', 'have', 'now', 'moved', 'in2', 'our', 'pub', 'would', 'be', 'great', '2', 'c', 'u', 'if', 'u', 'cud', 'come', 'up']",ham
4295,"['please', 'call', '08712402578', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']",spam
4054,"['when', 'is', 'school', 'starting', 'where', 'will', 'you', 'stay', 'whats', 'the', 'weather', 'like', 'and', 'the', 'food', 'do', 'you', 'have', 'a', 'social', 'support', 'system', 'like', 'friends', 'in', 'the', 'school', 'all', 'these', 'things', 'are', 'important']",ham
46,"['didnt', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']",ham
1276,"['can', 'do', 'lor']",ham
2541,"['aiyo', 'please', 'ì_', 'got', 'time', 'meh']",ham
4669,"['i', 'didnt', 'get', 'ur', 'full', 'msgsometext', 'is', 'missing', 'send', 'it', 'again']",ham
3612,"['depends', 'on', 'individual', 'lor', 'e', 'hair', 'dresser', 'say', 'pretty', 'but', 'my', 'parents', 'say', 'look', 'gong', 'u', 'kaypoh', 'i', 'also', 'dunno', 'wat', 'she', 'collecting']",ham
3311,"['i', 'know', 'you', 'are', 'serving', 'i', 'mean', 'what', 'are', 'you', 'doing', 'now']",ham
1537,"['all', 'sounds', 'good', 'fingers', 'makes', 'it', 'difficult', 'to', 'type']",ham
3734,"['it‰û÷s', 'å£6', 'to', 'get', 'in', 'is', 'that', 'ok?']",ham
4871,"['hi', 'dis', 'is', 'yijue', 'i', 'would', 'be', 'happy', 'to', 'work', 'wif', 'ì_', 'all', 'for', 'gek1510']",ham
3806,"['pls', 'dont', 'restrict', 'her', 'from', 'eating', 'anythin', 'she', 'likes', 'for', 'the', 'next', 'two', 'days']",ham
1199,"['neft', 'transaction', 'with', 'reference', 'number', '&lt;#&gt;', 'for', 'rs', '&lt;decimal&gt;', 'has', 'been', 'credited', 'to', 'the', 'beneficiary', 'account', 'on', '&lt;#&gt;', 'at', '&lt;time&gt;', '&lt;#&gt;']",ham
2691,"['urgent', 'urgent!', 'we', 'have', '800', 'free', 'flights', 'to', 'europe', 'to', 'give', 'away', 'call', 'b4', '10th', 'sept', '&', 'take', 'a', 'friend', '4', 'free', 'call', 'now', 'to', 'claim', 'on', '09050000555', 'ba128nnfwfly150ppm']",spam
2093,"['private!', 'your', '2004', 'account', 'statement', 'for', '07742676969', 'shows', '786', 'unredeemed', 'bonus', 'points', 'to', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",spam
3777,"['once', 'a', 'fishrman', 'woke', 'early', 'in', 'd', 'mrng', 'it', 'was', 'very', 'dark', 'he', 'waited', 'a', 'while', '&amp;', 'found', 'a', 'sack', 'ful', 'of', 'stones', 'he', 'strtd', 'throwin', 'thm', 'in2', 'd', 'sea', '2', 'pass', 'time', 'atlast', 'he', 'had', 'jus', '1stone', 'sun', 'rose', 'up', '&amp;', 'he', 'found', 'out', 'tht', 'those', 'r', 'nt', 'stones', 'those', 'were', 'diamonds', 'moral\\dont', 'wake', 'up', 'early', 'in', 'd', 'mrng', 'good', 'night']",ham
2277,"['hmmbad', 'newshype', 'park', 'plaza', '$700', 'studio', 'takenonly', 'left', '2', 'bedrm-$900']",ham
4311,"['i', 'keep', 'ten', 'rs', 'in', 'my', 'shelf', 'buy', 'two', 'egg']",ham
5205,"['had', 'your', 'mobile', '11mths', '?', 'update', 'for', 'free', 'to', 'oranges', 'latest', 'colour', 'camera', 'mobiles', '&', 'unlimited', 'weekend', 'calls', 'call', 'mobile', 'upd8', 'on', 'freefone', '08000839402', 'or', '2stoptxt']",spam
730,"['email', 'alertfrom', 'jeri', 'stewartsize', '2kbsubject', 'low-cost', 'prescripiton', 'drvgsto', 'listen', 'to', 'email', 'call', '123']",spam
3304,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', '7', 'name', '1-hanuman', '2-bajarangabali', '3-maruti', '4-pavanaputra', '5-sankatmochan', '6-ramaduth', '7-mahaveer', 'ee', '7', 'name', '&lt;#&gt;', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri!', 'maretare', 'inde', '1', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', '&lt;#&gt;', '%', 'true', 'dont', 'neglet']",ham
5192,"['oh', 'oh', 'den', 'muz', 'change', 'plan', 'liao', 'go', 'back', 'have', 'to', 'yan', 'jiu', 'again']",ham
1783,"['dont', 'search', 'love', 'let', 'love', 'find', 'u', 'thats', 'why', 'its', 'called', 'falling', 'in', 'love', 'bcoz', 'u', 'dont', 'force', 'yourself', 'u', 'just', 'fall', 'and', 'u', 'know', 'there', 'is', 'smeone', 'to', 'hold', 'u', 'bslvyl']",ham
2898,"['aight', 'i', 'should', 'be', 'there', 'by', '8', 'at', 'the', 'latest', 'probably', 'closer', 'to', '7', 'are', 'jay', 'and', 'tyler', 'down', 'or', 'should', 'we', 'just', 'do', 'two', 'trips?']",ham
119,"['private!', 'your', '2004', 'account', 'statement', 'for', '07742676969', 'shows', '786', 'unredeemed', 'bonus', 'points', 'to', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",spam
2538,"['hmmmhow', 'many', 'players', 'selected?']",ham
197,"['is', 'your', 'hamster', 'dead?', 'hey', 'so', 'tmr', 'i', 'meet', 'you', 'at', '1pm', 'orchard', 'mrt?']",ham
4048,"['yeah', 'thats', 'the', 'impression', 'i', 'got']",ham
2952,"['urgent!', 'your', 'mobile', 'was', 'awarded', 'a', 'å£1500', 'bonus', 'caller', 'prize', 'on', '27/6/03', 'our', 'final', 'attempt', '2', 'contact', 'u!', 'call', '08714714011']",spam
5021,"['yes', 'its', 'possible', 'but', 'dint', 'try', 'pls', 'dont', 'tell', 'to', 'any', 'one', 'k']",ham
5490,"['k', 'i', 'will', 'sent', 'it', 'again']",ham
4196,"['free', 'for', '1st', 'week!', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', '36504', 'w45wq', 'norm150p/tone', '16+']",spam
4026,"['yes', 'princess', 'are', 'you', 'going', 'to', 'make', 'me', 'moan?']",ham
1284,"['but', 'if', 'shes', 'drinkin', 'im', 'ok']",ham
1551,"['in', 'e', 'msg', 'jus', 'now', 'u', 'said', 'thanks', 'for', 'gift']",ham
3910,"['how', 'i', 'noe', 'shes', 'in', 'da', 'car', 'now', 'later', 'then', 'c', 'lar', 'im', 'wearing', 'shorts']",ham
4147,"['please', 'call', 'amanda', 'with', 'regard', 'to', 'renewing', 'or', 'upgrading', 'your', 'current', 't-mobile', 'handset', 'free', 'of', 'charge', 'offer', 'ends', 'today', 'tel', '0845', '021', '3680', 'subject', 'to', 'ts', 'and', 'cs']",spam
384,"['double', 'mins', 'and', 'txts', '4', '6months', 'free', 'bluetooth', 'on', 'orange', 'available', 'on', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd8', 'on', '08000839402', 'or', 'call2optout/n9dx']",spam
1510,"['peteis', 'this', 'your', 'phone', 'still?', 'its', 'jenny', 'from', 'college', 'and', 'leannewhat', 'are', 'you', 'up', 'to', 'now?']",ham
2310,"['congratulations!', 'thanks', 'to', 'a', 'good', 'friend', 'u', 'have', 'won', 'the', 'å£2000', 'xmas', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', '08718726971', 'now!', 'only', '10p', 'per', 'minute', 'bt-national-rate']",spam
4482,"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'makes', 'mistakes', 'when', 'valuing', 'it', 'but', 'they', 'will', 'definitly', 'undrstnd', 'once', 'when', 'they', 'start', 'missing', 'it']",ham
3454,"['no', 'need', 'lar', 'jus', 'testing', 'e', 'phone', 'card', 'dunno', 'network', 'not', 'gd', 'i', 'thk', 'me', 'waiting', '4', 'my', 'sis', '2', 'finish', 'bathing', 'so', 'i', 'can', 'bathe', 'dun', 'disturb', 'u', 'liao', 'u', 'cleaning', 'ur', 'room']",ham
2775,"['send', 'me', 'your', 'id', 'and', 'password']",ham
2280,"['i', 'hav', 'almost', 'reached', 'call', 'i', 'm', 'unable', 'to', 'connect', 'u']",ham
2667,"['wanna', 'get', 'laid', '2nite?', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', 'to', 'ur', 'mobile?', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'txt', 'park', 'to', '69696', 'now!', 'nyt', 'ec2a', '3lp', 'å£150/msg']",spam
4722,"['hello', 'peach!', 'my', 'cake', 'tasts', 'lush!']",ham
3358,"['sorry', 'i', 'missed', 'your', 'call', 'lets', 'talk', 'when', 'you', 'have', 'the', 'time', 'im', 'on', '07090201529']",spam
1310,"['ill', 'always', 'be', 'there', 'even', 'if', 'its', 'just', 'in', 'spirit', 'ill', 'get', 'a', 'bb', 'soon', 'just', 'trying', 'to', 'be', 'sure', 'i', 'need', 'it']",ham
2018,"['from', 'tomorrow', 'onwards', 'eve', '6', 'to', '3', 'work']",ham
2812,"['enjoy', 'the', 'showers', 'of', 'possessiveness', 'poured', 'on', 'u', 'by', 'ur', 'loved', 'ones', 'bcoz', 'in', 'this', 'world', 'of', 'lies', 'it', 'is', 'a', 'golden', 'gift', 'to', 'be', 'loved', 'truly']",ham
5414,"['east', 'coast']",ham
2118,"['i', 'hope', 'you', 'know', 'im', 'still', 'mad', 'at', 'you']",ham
1507,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'it', 'seriously', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection', 'care', 'n', 'luv!', 'kettoda', 'manda', 'have', 'nice', 'day', 'da']",ham
1767,"['how', 'its', 'a', 'little', 'difficult', 'but', 'its', 'a', 'simple', 'way', 'to', 'enter', 'this', 'place']",ham
622,"['make', 'sure', 'alex', 'knows', 'his', 'birthday', 'is', 'over', 'in', 'fifteen', 'minutes', 'as', 'far', 'as', 'youre', 'concerned']",ham
2033,"['is', 'avatar', 'supposed', 'to', 'have', 'subtoitles']",ham
2835,"['nicenicehow', 'is', 'it', 'working?']",ham
3019,"['i', 'thank', 'you', 'so', 'much', 'for', 'all', 'you', 'do', 'with', 'selflessness', 'i', 'love', 'you', 'plenty']",ham
1478,"['i', 'think', 'its', 'far', 'more', 'than', 'that', 'but', 'find', 'out', 'check', 'google', 'maps', 'for', 'a', 'place', 'from', 'your', 'dorm']",ham
4821,"['u', 'r', 'a', 'winner', 'u', 'ave', 'been', 'specially', 'selected', '2', 'receive', 'å£1000', 'cash', 'or', 'a', '4*', 'holiday', 'flights', 'inc', 'speak', 'to', 'a', 'live', 'operator', '2', 'claim', '0871277810710p/min', '18']",spam
2967,"['mostly', 'sports', 'typelyk', 'footblcrckt']",ham
5375,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'a', 'message']",ham
2188,"['yup', 'i', 'shd', 'haf', 'ard', '10', 'pages', 'if', 'i', 'add', 'figures', 'ìï', 'all', 'got', 'how', 'many', 'pages?']",ham
3935,"['they', 'r', 'giving', 'a', 'second', 'chance', 'to', 'rahul', 'dengra']",ham
181,"['lol', 'no', 'u', 'can', 'trust', 'me']",ham
2250,"['hope', 'things', 'went', 'well', 'at', 'doctors', ';', 'reminds', 'me', 'i', 'still', 'need', '2godid', 'u', 'c', 'd', 'little', 'thing', 'i', 'left', 'in', 'the', 'lounge?']",ham
985,"['carlos', 'says', 'hell', 'be', 'at', 'mu', 'in', '&lt;#&gt;', 'minutes']",ham
355,"['thank', 'you', 'for', 'callingforgot', 'to', 'say', 'happy', 'onam', 'to', 'you', 'sirjii', 'am', 'fine', 'here', 'and', 'remembered', 'you', 'when', 'i', 'met', 'an', 'insurance', 'personmeet', 'you', 'in', 'qatar', 'insha', 'allahrakhesh', 'ex', 'tata', 'aig', 'who', 'joined', 'tisscotayseer']",ham
4080,"['hurry', 'home', 'soup', 'is', 'done!']",ham
2215,"['ok', 'im', 'waliking', 'ard', 'now', 'do', 'u', 'wan', 'me', '2', 'buy', 'anything', 'go', 'ur', 'house?']",ham
803,"['you', 'have', 'won', 'a', 'guaranteed', 'å£200', 'award', 'or', 'even', 'å£1000', 'cashto', 'claim', 'ur', 'award', 'call', 'free', 'on', '08000407165', '18+', '2', 'stop', 'getstop', 'on', '88222', 'php', 'rg21', '4jx']",spam
406,"['all', 'was', 'well', 'until', 'slightly', 'disastrous', 'class', 'this', 'pm', 'with', 'my', 'fav', 'darlings!', 'hope', 'day', 'off', 'ok', 'coffee', 'wld', 'be', 'good', 'as', 'cant', 'stay', 'late', 'tomorrow', 'same', 'time', '+', 'place', 'as', 'always?']",ham
383,"['hey', 'i', 'will', 'be', 'late', 'ah', 'meet', 'you', 'at', '945+']",ham
1806,"['do', 'have', 'a', 'nice', 'day', 'today', 'i', 'love', 'you', 'so', 'dearly']",ham
1077,"['yep', 'by', 'the', 'pretty', 'sculpture']",ham
2594,"['sunshine', 'quiz', 'wkly', 'q!', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'liverpool', 'played', 'in', 'mid', 'week?', 'txt', 'ansr', 'to', '82277', 'å£150', 'sptyrone']",spam
5181,"['k', 'sure', 'am', 'in', 'my', 'relatives', 'home', 'sms', 'me', 'de', 'pls-']",ham
3446,"['sitting', 'ard', 'nothing', 'to', 'do', 'lor', 'u', 'leh', 'busy', 'w', 'work?']",ham
3629,"['get', 'the', 'official', 'england', 'poly', 'ringtone', 'or', 'colour', 'flag', 'on', 'yer', 'mobile', 'for', 'tonights', 'game!', 'text', 'tone', 'or', 'flag', 'to', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', 'å£150']",spam
1267,"['seriously', 'tell', 'her', 'those', 'exact', 'words', 'right', 'now']",ham
4516,"['men', 'always', 'needs', 'a', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'but', 'the', 'law', 'allows', 'only', 'one', 'wife']",ham
3675,"['hey', 'r', 'ì_', 'still', 'online?', 'ive', 'finished', 'the', 'formatting']",ham
723,"['ya', 'even', 'those', 'cookies', 'have', 'jelly', 'on', 'them']",ham
2344,"['hi', 'this', 'is', 'yijue', 'can', 'i', 'meet', 'u', 'at', '11', 'tmr?']",ham
3582,"['i', 'sent', 'your', 'maga', 'that', 'money', 'yesterday', 'oh']",ham
2234,"['\\sicomo', 'no?!listened2the', 'plaid', 'album-quite', 'gd&the', 'new', 'air1', 'which', 'is', 'hilarious-also', 'boughtåóbraindanceåóa', 'compofstuff', 'on', 'aphexåõs', ';abel']",ham
1868,"['mom', 'wants', 'to', 'know', 'where', 'you', 'at']",ham
5237,"['someonone', 'you', 'know', 'is', 'trying', 'to', 'contact', 'you', 'via', 'our', 'dating', 'service!', 'to', 'find', 'out', 'who', 'it', 'could', 'be', 'call', 'from', 'your', 'mobile', 'or', 'landline', '09064015307', 'box334sk38ch']",spam
5449,"['latest', 'news!', 'police', 'station', 'toilet', 'stolen', 'cops', 'have', 'nothing', 'to', 'go', 'on!']",spam
4268,"['beauty', 'sleep', 'can', 'help', 'ur', 'pimples', 'too']",ham
4284,"['i', 'pocked', 'you', 'up', 'there', 'before']",ham
4750,"['your', 'weekly', 'cool-mob', 'tones', 'are', 'ready', 'to', 'download', '!this', 'weeks', 'new', 'tones', 'include', '1', 'crazy', 'frog-axel', 'f>>>', '2', 'akon-lonely>>>', '3', 'black', 'eyed-dont', 'p', '>>>more', 'info', 'in', 'n']",spam
811,"['so', 'theres', 'a', 'ring', 'that', 'comes', 'with', 'the', 'guys', 'costumes', 'its', 'there', 'so', 'they', 'can', 'gift', 'their', 'future', 'yowifes', 'hint', 'hint']",ham
4354,"['sorry', 'i', 'cant', 'help', 'you', 'on', 'this']",ham
2257,"['sad', 'story', 'of', 'a', 'man', '-', 'last', 'week', 'was', 'my', 'bday', 'my', 'wife', 'didnt', 'wish', 'me', 'my', 'parents', 'forgot', 'n', 'so', 'did', 'my', 'kids', 'i', 'went', 'to', 'work', 'even', 'my', 'colleagues', 'did', 'not', 'wish']",ham
3671,"['came', 'to', 'look', 'at', 'the', 'flat', 'seems', 'ok', 'in', 'his', '50s?', '*', 'is', 'away', 'alot', 'wiv', 'work', 'got', 'woman', 'coming', 'at', '630', 'too']",ham
677,"['piggy', 'r', 'u', 'awake?', 'i', 'bet', 'ure', 'still', 'sleeping', 'im', 'going', '4', 'lunch', 'now']",ham
2528,"['can', 'you', 'just', 'come', 'in', 'for', 'a', 'sec?', 'theres', 'somebody', 'here', 'i', 'want', 'you', 'to', 'see']",ham
275,['thanx'],ham
2671,"['super', 'msg', 'danalla', 'timing']",ham
2200,"['a', 'boy', 'was', 'late', '2', 'home', 'his', 'father', '\\power', 'of', 'frndship\\']",ham
1890,"['probably', 'earlier', 'than', 'that', 'if', 'the', 'stations', 'where', 'i', 'think', 'it', 'is']",ham
349,"['just', 'checking', 'in', 'on', 'you', 'really', 'do', 'miss', 'seeing', 'jeremiah', 'do', 'have', 'a', 'great', 'month']",ham
3932,"['playin', 'space', 'poker', 'u?']",ham
