,Email,Class
1389,"['haha', 'where', 'got', 'so', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'a', 'month', 'den', 'got', 'effect', 'geelater', 'we', 'go', 'aust', 'put', 'bk', 'e', 'weight']",ham
3537,"['we', 'are', 'pleased', 'to', 'inform', 'that', 'your', 'application', 'for', 'airtel', 'broadband', 'is', 'processed', 'successfully', 'your', 'installation', 'will', 'happen', 'within', '3', 'days']",ham
1251,"['please', 'call', '08712402779', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']",spam
813,"['i', 'borrow', 'ur', 'bag', 'ok']",ham
5221,"['jane', 'babes', 'not', 'goin', '2', 'wrk', 'feel', 'ill', 'after', 'lst', 'nite', 'foned', 'in', 'already', 'cover', '4', 'me', 'chuck-']",ham
1422,"['congratulations', 'ur', 'awarded', 'either', 'å£500', 'of', 'cd', 'gift', 'vouchers', '&', 'free', 'entry', '2', 'our', 'å£100', 'weekly', 'draw', 'txt', 'music', 'to', '87066', 'tncs', 'wwwldewcom', '1', 'win150ppmx3age16']",spam
5100,"['aight', 'call', 'me', 'once', 'youre', 'close']",ham
4769,"['cheers', 'lou!', 'yeah', 'was', 'a', 'goodnite', 'shame', 'u', 'neva', 'came!', 'c', 'ya', 'gailxx']",ham
262,"['my', 'no', 'in', 'luton', '0125698789', 'ring', 'me', 'if', 'ur', 'around!', 'h*']",ham
3901,"['right', 'on', 'brah', 'see', 'you', 'later']",ham
3024,"['what', 'part', 'of', '\\dont', 'initiate\\', 'dont', 'you', 'understand']",ham
3531,"['actually', 'my', 'mobile', 'is', 'full', 'of', 'msg', 'and', 'i', 'm', 'doing', 'a', 'work', 'online', 'where', 'i', 'need', 'to', 'send', 'them', '&lt;#&gt;', 'sent', 'msg', 'i', 'wil', 'explain', 'u', 'later']",ham
4164,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'your', 'pc', 'please', 'go', 'to', 'http//wwwwtlpcouk/text', 'ts&cs', 'apply']",spam
3885,"['same', 'im', 'at', 'my', 'great', 'aunts', 'anniversary', 'party', 'in', 'tarpon', 'springs']",ham
1930,"['what', 'pa', 'tell', 'me', 'i', 'went', 'to', 'bath-']",ham
5427,"['santa', 'calling!', 'would', 'your', 'little', 'ones', 'like', 'a', 'call', 'from', 'santa', 'xmas', 'eve?', 'call', '09058094583', 'to', 'book', 'your', 'time']",spam
5011,"['u', 'attend', 'ur', 'driving', 'lesson', 'how', 'many', 'times', 'a', 'wk', 'n', 'which', 'day?']",ham
1377,"['double', 'mins', '&', 'double', 'txt', '&', '1/2', 'price', 'linerental', 'on', 'latest', 'orange', 'bluetooth', 'mobiles', 'call', 'mobileupd8', 'for', 'the', 'very', 'latest', 'offers', '08000839402', 'or', 'call2optout/lf56']",spam
4714,"['s8', 'min', 'to', 'go', 'for', 'lunch']",ham
3941,"['shes', 'borderline', 'but', 'yeah', 'whatever']",ham
704,"['true', 'deari', 'sat', 'to', 'pray', 'evening', 'and', 'felt', 'soso', 'i', 'smsd', 'you', 'in', 'some', 'time']",ham
3772,"['i', 'came', 'hostel', 'i', 'm', 'going', 'to', 'sleep', 'plz', 'call', 'me', 'up', 'before', 'class', 'hrishi']",ham
2134,"['carlos', 'took', 'a', 'while', 'again', 'we', 'leave', 'in', 'a', 'minute']",ham
3248,"['sorry', 'i', 'cant', 'help', 'you', 'on', 'this']",ham
2193,"['hi', 'my', 'email', 'address', 'has', 'changed', 'now', 'it', 'is']",ham
5387,"['i', 'will', 'be', 'gentle', 'baby!', 'soon', 'you', 'will', 'be', 'taking', 'all', '&lt;#&gt;', 'inches', 'deep', 'inside', 'your', 'tight', 'pussy']",ham
5163,"['ok', 'leave', 'no', 'need', 'to', 'ask']",ham
1384,"['storming', 'msg', 'wen', 'u', 'lift', 'd', 'phne', 'u', 'say', '\\hello\\', 'do', 'u', 'knw', 'wt', 'is', 'd', 'real', 'meaning', 'of', 'hello??', 'its', 'd', 'name', 'of', 'a', 'girl!', 'yes', 'and', 'u', 'knw', 'who', 'is', 'dat', 'girl??', '\\margaret', 'hello\\', 'she', 'is', 'd', 'girlfrnd', 'f', 'grahmbell', 'who', 'invnted', 'telphone', 'moralone', 'can', '4get', 'd', 'name', 'of', 'a', 'person']",ham
4037,"['hope', 'you', 'are', 'not', 'scared!']",ham
485,"['if', 'we', 'win', 'its', 'really', 'no', '1', 'side', 'for', 'long', 'time']",ham
1184,"['yo', 'you', 'around?', 'just', 'got', 'my', 'car', 'back']",ham
1510,"['peteis', 'this', 'your', 'phone', 'still?', 'its', 'jenny', 'from', 'college', 'and', 'leannewhat', 'are', 'you', 'up', 'to', 'now?']",ham
2993,"['no', 'idea', 'i', 'guess', 'well', 'work', 'that', 'out', 'an', 'hour', 'after', 'were', 'supposed', 'to', 'leave', 'since', 'as', 'usual', 'nobody', 'has', 'any', 'interest', 'in', 'figuring', 'shit', 'out', 'before', 'the', 'last', 'second']",ham
1556,"['good', 'sleep', 'is', 'about', 'rhythm', 'the', 'person', 'has', 'to', 'establish', 'a', 'rhythm', 'that', 'the', 'body', 'will', 'learn', 'and', 'use', 'if', 'you', 'want', 'to', 'know', 'more', '-']",ham
561,"['thanx', '4', 'e', 'brownie', 'its', 'v', 'nice']",ham
3889,"['double', 'mins', '&', '1000', 'txts', 'on', 'orange', 'tariffs', 'latest', 'motorola', 'sonyericsson', '&', 'nokia', 'with', 'bluetooth', 'free!', 'call', 'mobileupd8', 'on', '08000839402', 'or', 'call2optout/hf8']",spam
5120,"['private!', 'your', '2003', 'account', 'statement', 'for', '078']",spam
2115,"['its', 'that', 'time', 'of', 'the', 'week', 'again', 'ryan']",ham
2648,"['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can', 'i', 'dont', 'have', 'much', 'confidence', 'in', 'derek', 'and', 'taylors', 'money', 'management']",ham
2860,"['i', 'am', 'not', 'at', 'all', 'happy', 'with', 'what', 'you', 'saying', 'or', 'doing']",ham
3858,"['win', 'the', 'newest', 'åòharry', 'potter', 'and', 'the', 'order', 'of', 'the', 'phoenix', 'book', '5', 'reply', 'harry', 'answer', '5', 'questions', '-', 'chance', 'to', 'be', 'the', 'first', 'among', 'readers!']",spam
1765,"['sms', 'auction', 'you', 'have', 'won', 'a', 'nokia', '7250i', 'this', 'is', 'what', 'you', 'get', 'when', 'you', 'win', 'our', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', 'to', '86021', 'now', 'hg/suite342/2lands', 'row/w1jhl', '16+']",spam
4458,"['welcome', 'to', 'uk-mobile-date', 'this', 'msg', 'is', 'free', 'giving', 'you', 'free', 'calling', 'to', '08719839835', 'future', 'mgs', 'billed', 'at', '150p', 'daily', 'to', 'cancel', 'send', '\\go', 'stop\\', 'to', '89123']",spam
1403,"['cool', 'we', 'will', 'have', 'fun', 'practicing', 'making', 'babies!']",ham
1670,"['glad', 'to', 'see', 'your', 'reply']",ham
5494,"['cool', 'we', 'shall', 'go', 'and', 'see', 'have', 'to', 'go', 'to', 'tip', 'anyway', 'are', 'you', 'at', 'home', 'got', 'something', 'to', 'drop', 'in', 'later?', 'so', 'lets', 'go', 'to', 'town', 'tonight!', 'maybe', 'mum', 'can', 'take', 'us', 'in']",ham
4540,"['hiya', 'how', 'was', 'last', 'night?', 'ive', 'been', 'naughty', 'and', 'bought', 'myself', 'clothes', 'and', 'very', 'little', 'ready', 'for', 'more', 'shopping', 'tho!', 'what', 'kind', 'of', 'time', 'do', 'you', 'wanna', 'meet?']",ham
4583,"['noooooooo', 'please', 'last', 'thing', 'i', 'need', 'is', 'stress', 'for', 'once', 'in', 'your', 'life', 'be', 'fair']",ham
2698,"['oh', 'baby', 'of', 'the', 'house', 'how', 'come', 'you', 'dont', 'have', 'any', 'new', 'pictures', 'on', 'facebook']",ham
472,"['nothing', 'i', 'meant', 'that', 'once', 'the', 'money', 'enters', 'your', 'account', 'here', 'the', 'bank', 'will', 'remove', 'its', 'flat', 'rate', 'someone', 'transfered', '&lt;#&gt;', 'to', 'my', 'account', 'and', '&lt;#&gt;', 'dollars', 'got', 'removed', 'so', 'the', 'banks', 'differ', 'and', 'charges', 'also', 'differbe', 'sure', 'you', 'trust', 'the', '9ja', 'person', 'you', 'are', 'sending', 'account', 'details', 'to', 'cos']",ham
800,"['last', 'chance!', 'claim', 'ur', 'å£150', 'worth', 'of', 'discount', 'vouchers', 'today!', 'text', 'shop', 'to', '85023', 'now!', 'savamob', 'offers', 'mobile!', 't', 'cs', 'savamob', 'pobox84', 'm263uz', 'å£300', 'sub', '16']",spam
1847,"['i', 'dont', 'want', 'to', 'hear', 'philosophy', 'just', 'say', 'what', 'happen']",ham
3277,"['what', 'happened', 'in', 'interview?']",ham
1290,"['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'ìï', 'got', 'lect', 'at', '12', 'rite']",ham
3266,"['ok', 'then', 'i', 'come', 'n', 'pick', 'u', 'at', 'engin?']",ham
4199,"['i', 'will', 'come', 'tomorrow', 'di']",ham
303,"['he', 'is', 'a', 'womdarfull', 'actor']",ham
495,"['got', 'meh', 'when?']",ham
1077,"['yep', 'by', 'the', 'pretty', 'sculpture']",ham
377,"['well', 'theres', 'not', 'a', 'lot', 'of', 'things', 'happening', 'in', 'lindsay', 'on', 'new', 'years', '*sighs*', 'some', 'bars', 'in', 'ptbo', 'and', 'the', 'blue', 'heron', 'has', 'something', 'going']",ham
5134,"['sday', 'only', 'joinedso', 'training', 'we', 'started', 'today']",ham
131,"['dear', 'will', 'call', 'tmorrowpls', 'accomodate']",ham
3184,"['maybe', 'if', 'you', 'woke', 'up', 'before', 'fucking', '3', 'this', 'wouldnt', 'be', 'a', 'problem']",ham
2376,"['yes!', 'the', 'only', 'place', 'in', 'town', 'to', 'meet', 'exciting', 'adult', 'singles', 'is', 'now', 'in', 'the', 'uk', 'txt', 'chat', 'to', '86688', 'now!', '150p/msg']",spam
5131,"['that', 'sucks', 'ill', 'go', 'over', 'so', 'u', 'can', 'do', 'my', 'hair', 'youll', 'do', 'it', 'free', 'right?']",ham
1680,"['y', 'lei?']",ham
2525,"['do', 'u', 'noe', 'how', '2', 'send', 'files', 'between', '2', 'computers?']",ham
4805,"['call', 'me', 'when', 'u', 'finish', 'then', 'i', 'come', 'n', 'pick', 'u']",ham
522,"['were', 'gonna', 'go', 'get', 'some', 'tacos']",ham
4773,"['u', 'repeat', 'e', 'instructions', 'again', 'wats', 'e', 'road', 'name', 'of', 'ur', 'house?']",ham
5364,"['call', '09095350301', 'and', 'send', 'our', 'girls', 'into', 'erotic', 'ecstacy', 'just', '60p/min', 'to', 'stop', 'texts', 'call', '08712460324', 'nat', 'rate']",spam
3333,"['thats', 'fine', 'have', 'him', 'give', 'me', 'a', 'call', 'if', 'he', 'knows', 'what', 'he', 'wants', 'or', 'has', 'any', 'questions']",ham
4735,"['not', 'for', 'possession', 'especially', 'not', 'first', 'offense']",ham
4841,"['awesome', 'that', 'gonna', 'be', 'soon', 'or', 'later', 'tonight?']",ham
4736,"['nt', 'only', 'for', 'driving', 'even', 'for', 'many', 'reasons', 'she', 'is', 'called', 'bbdthts', 'it', 'chikku', 'then', 'hw', 'abt', 'dvg', 'coldheard', 'tht', 'vinobanagar', 'violence', 'hw', 'is', 'the', 'conditionand', 'hw', 'ru', '?', 'any', 'problem?']",ham
4220,"['plz', 'note', 'if', 'anyone', 'calling', 'from', 'a', 'mobile', 'co', '&amp;', 'asks', 'u', 'to', 'type', '#', '&lt;#&gt;', 'or', '#', '&lt;#&gt;', 'do', 'not', 'do', 'so', 'disconnect', 'the', 'callcoz', 'it', 'iz', 'an', 'attempt', 'of', 'terrorist', 'to', 'make', 'use', 'of', 'the', 'sim', 'card', 'no', 'itz', 'confirmd', 'by', 'nokia', 'n', 'motorola', 'n', 'has', 'been', 'verified', 'by', 'cnn', 'ibn']",ham
3774,"['hi!', 'you', 'just', 'spoke', 'to', 'maneesha', 'v', 'wed', 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience', 'reply', 'toll', 'free', 'with', 'yes', 'or', 'no']",ham
5292,"['urgent!', 'please', 'call', '09061213237', 'from', 'landline', 'å£5000', 'cash', 'or', 'a', 'luxury', '4*', 'canary', 'islands', 'holiday', 'await', 'collection', 't&cs', 'sae', 'po', 'box', '177', 'm227xy', '150ppm', '16+']",spam
1169,"['msgs', 'r', 'not', 'time', 'passthey', 'silently', 'say', 'that', 'i', 'am', 'thinking', 'of', 'u', 'right', 'now', 'and', 'also', 'making', 'u', 'think', 'of', 'me', 'at', 'least', '4', 'a', 'moment', 'gd', 'ntswt', 'drms', '@shesil']",ham
5007,"['go', 'fool', 'dont', 'cheat', 'others', 'ok']",ham
4385,"['im', 'on', 'the', 'snowboarding', 'trip', 'i', 'was', 'wondering', 'if', 'your', 'planning', 'to', 'get', 'everyone', 'together', 'befor', 'we', 'goa', 'meet', 'and', 'greet', 'kind', 'of', 'affair?', 'cheers']",ham
279,"['all', 'done?', 'all', 'handed', 'in?', 'celebrations', 'in', 'full', 'swing', 'yet?']",ham
4283,"['yes', 'i', 'come', 'to', 'nyc', 'for', 'audiitions', 'and', 'am', 'trying', 'to', 'relocate']",ham
2805,"['can', 'a', 'not?']",ham
5192,"['oh', 'oh', 'den', 'muz', 'change', 'plan', 'liao', 'go', 'back', 'have', 'to', 'yan', 'jiu', 'again']",ham
3534,"['im', 'at', 'home', 'please', 'call']",ham
2000,"['idea', 'will', 'soon', 'get', 'converted', 'to', 'live']",ham
3335,"['then', 'u', 'go', 'back', 'urself', 'lor']",ham
2263,"['ok', 'now', 'i', 'am', 'in', 'bus', 'if', 'i', 'come', 'soon', 'i', 'will', 'come', 'otherwise', 'tomorrow']",ham
5014,"['i', 'think', 'the', 'other', 'two', 'still', 'need', 'to', 'get', 'cash', 'but', 'we', 'can', 'def', 'be', 'ready', 'by', '9']",ham
2901,"['bill', 'as', 'in', 'are', 'there', 'any', 'letters', 'for', 'me', 'i‰ûªm', 'expecting', 'one', 'from', 'orange', 'that', 'isn‰ûªt', 'a', 'bill', 'but', 'may', 'still', 'say', 'orange', 'on', 'it']",ham
5320,"['but', 'we', 'havent', 'got', 'da', 'topic', 'yet', 'rite?']",ham
3857,"['r', 'u', 'still', 'working', 'now?']",ham
4207,"['or', 'i', 'go', 'home', 'first', 'lar', 'ì_', 'wait', '4', 'me', 'lor', 'i', 'put', 'down', 'my', 'stuff', 'first']",ham
1936,"['the', 'fact', 'that', 'youre', 'cleaning', 'shows', 'you', 'know', 'why', 'im', 'upset', 'your', 'priority', 'is', 'constantly', '\\what', 'i', 'want', 'to', 'do']",ham
254,"['im', 'back', 'lemme', 'know', 'when', 'youre', 'ready']",ham
1330,"['aight', 'no', 'rush', 'ill', 'ask', 'jay']",ham
192,"['hi', 'finally', 'i', 'completed', 'the', 'course']",ham
4670,"['probably', 'not', 'im', 'almost', 'out', 'of', 'gas', 'and', 'i', 'get', 'some', 'cash', 'tomorrow']",ham
5182,"['i', 'sent', 'them', 'do', 'you', 'like?']",ham
3532,"['sorry', 'ill', 'call', 'later']",ham
468,"['yup', 'no', 'need', 'ill', 'jus', 'wait', '4', 'e', 'rain', '2', 'stop']",ham
5517,"['miles', 'and', 'smiles', 'r', 'made', 'frm', 'same', 'letters', 'but', 'do', 'u', 'know', 'd', 'difference?', 'smile', 'on', 'ur', 'face', 'keeps', 'me', 'happy', 'even', 'though', 'i', 'am', 'miles', 'away', 'from', 'u', '-keep', 'smiling', 'good', 'nyt']",ham
4313,"['is', 'ur', 'changes', '2', 'da', 'report', 'big?', 'cos', 'ive', 'already', 'made', 'changes', '2', 'da', 'previous', 'report']",ham
1339,"['every', 'mondaynxt', 'week', 'vl', 'be', 'completing']",ham
636,"['sweetheart', 'hope', 'you', 'are', 'not', 'having', 'that', 'kind', 'of', 'day!', 'have', 'one', 'with', 'loads', 'of', 'reasons', 'to', 'smile', 'biola']",ham
1539,"['youre', 'not', 'sure', 'that', 'im', 'not', 'trying', 'to', 'make', 'xavier', 'smoke', 'because', 'i', 'dont', 'want', 'to', 'smoke', 'after', 'being', 'told', 'i', 'smoke', 'too', 'much?']",ham
956,"['love', 'isnt', 'a', 'decision', 'its', 'a', 'feeling', 'if', 'we', 'could', 'decide', 'who', 'to', 'love', 'then', 'life', 'would', 'be', 'much', 'simpler', 'but', 'then', 'less', 'magical']",ham
2428,"['guess', 'who', 'am', 'i?this', 'is', 'the', 'first', 'time', 'i', 'created', 'a', 'web', 'page', 'wwwasjesuscom', 'read', 'all', 'i', 'wrote', 'im', 'waiting', 'for', 'your', 'opinions', 'i', 'want', 'to', 'be', 'your', 'friend', '1/1']",spam
939,"['better', 'made', 'up', 'for', 'friday', 'and', 'stuffed', 'myself', 'like', 'a', 'pig', 'yesterday', 'now', 'i', 'feel', 'bleh', 'but', 'at', 'least', 'its', 'not', 'writhing', 'pain', 'kind', 'of', 'bleh']",ham
5568,"['will', 'ì_', 'b', 'going', 'to', 'esplanade', 'fr', 'home?']",ham
3425,"['sure', 'but', 'since', 'my', 'parents', 'will', 'be', 'working', 'on', 'tuesday', 'i', 'dont', 'really', 'need', 'a', 'cover', 'story']",ham
549,"['ok', 'give', 'me', '5', 'minutes', 'i', 'think', 'i', 'see', 'her', 'btw', 'youre', 'my', 'alibi', 'you', 'were', 'cutting', 'my', 'hair', 'the', 'whole', 'time']",ham
4444,"['2', 'celebrate', 'my', 'båõday', 'y', 'else?']",ham
763,"['nothing', 'but', 'we', 'jus', 'tot', 'u', 'would', 'ask', 'cos', 'u', 'ba', 'gua', 'but', 'we', 'went', 'mt', 'faber', 'yest', 'yest', 'jus', 'went', 'out', 'already', 'mah', 'so', 'today', 'not', 'going', 'out', 'jus', 'call', 'lor']",ham
695,"['good', 'good', 'job', 'i', 'like', 'entrepreneurs']",ham
4406,"['awesome', 'plan', 'to', 'get', 'here', 'any', 'time', 'after', 'like', '&lt;#&gt;', 'ill', 'text', 'you', 'details', 'in', 'a', 'wee', 'bit']",ham
5321,"['ok', 'no', 'problem', 'yup', 'im', 'going', 'to', 'sch', 'at', '4', 'if', 'i', 'rem', 'correctly']",ham
2125,"['you', 'do', 'got', 'a', 'shitload', 'of', 'diamonds', 'though']",ham
3915,"['ok', 'c', 'u', 'then']",ham
3316,"['no', 'worries', 'hope', 'photo', 'shoot', 'went', 'well', 'have', 'a', 'spiffing', 'fun', 'at', 'workage']",ham
2479,"['urgent!', 'call', '09066612661', 'from', 'landline', 'your', 'complementary', '4*', 'tenerife', 'holiday', 'or', 'å£10000', 'cash', 'await', 'collection', 'sae', 't&cs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18+', 'sender', 'hol', 'offer']",spam
713,"['save', 'yourself', 'the', 'stress', 'if', 'the', 'person', 'has', 'a', 'dorm', 'account', 'just', 'send', 'your', 'account', 'details', 'and', 'the', 'money', 'will', 'be', 'sent', 'to', 'you']",ham
2628,"['hey', 'there!', 'glad', 'u', 'r', 'better', 'now', 'i', 'hear', 'u', 'treated', 'urself', 'to', 'a', 'digi', 'cam', 'is', 'it', 'good?', 'we', 'r', 'off', 'at', '9pm', 'have', 'a', 'fab', 'new', 'year', 'c', 'u', 'in', 'coupla', 'wks!']",ham
1630,"['we', 'not', 'watching', 'movie', 'already', 'xy', 'wants', '2', 'shop', 'so', 'im', 'shopping', 'w', 'her', 'now']",ham
503,"['lolnice', 'i', 'went', 'from', 'a', 'fish', 'to', 'water?']",ham
560,"['hi', 'msg', 'meim', 'in', 'office']",ham
4780,"['yup', 'hey', 'then', 'one', 'day', 'on', 'fri', 'we', 'can', 'ask', 'miwa', 'and', 'jiayin', 'take', 'leave', 'go', 'karaoke']",ham
435,"['the', 'message', 'sent', 'is', 'askin', 'for', '&lt;#&gt;', 'dollars', 'shoul', 'i', 'pay', '&lt;#&gt;', 'or', '&lt;#&gt;', '?']",ham
1500,"['host-based', 'idps', 'for', 'linux', 'systems']",ham
4671,"['customer', 'service', 'announcement', 'we', 'recently', 'tried', 'to', 'make', 'a', 'delivery', 'to', 'you', 'but', 'were', 'unable', 'to', 'do', 'so', 'please', 'call', '07099833605', 'to', 're-schedule', 'ref9280114']",spam
1214,"['ill', 'text', 'now!', 'all', 'creepy', 'like', 'so', 'he', 'wont', 'think', 'that', 'we', 'forgot']",ham
379,"['i', 'taught', 'that', 'ranjith', 'sir', 'called', 'me', 'so', 'only', 'i', 'sms', 'like', 'that', 'becaus', 'hes', 'verifying', 'about', 'project', 'prabu', 'told', 'today', 'so', 'only', 'pa', 'dont', 'mistake', 'me']",ham
1867,"['today', 'my', 'system', 'sh', 'get', 'readyall', 'is', 'well', 'and', 'i', 'am', 'also', 'in', 'the', 'deep', 'well']",ham
1219,"['true', 'it', 'is', 'passable', 'and', 'if', 'you', 'get', 'a', 'high', 'score', 'and', 'apply', 'for', 'phd', 'you', 'get', '5years', 'of', 'salary', 'so', 'it', 'makes', 'life', 'easier']",ham
3260,"['yup', 'im', 'still', 'having', 'coffee', 'wif', 'my', 'frens', 'my', 'fren', 'drove', 'shell', 'give', 'me', 'a', 'lift']",ham
1722,"['hi', 'jon', 'pete', 'here', 'ive', 'bin', '2', 'spain', 'recently', '&', 'hav', 'sum', 'dinero', 'left', 'bill', 'said', 'u', 'or', 'ur', 'åôrents', 'mayb', 'interested', 'in', 'it', 'i', 'hav', '12000pes', 'so', 'around', 'å£48', 'tb', 'james']",ham
4403,"['sorry', 'ill', 'call', 'later', '&lt;#&gt;', 'mins']",ham
1529,"['should', 'i', 'have', 'picked', 'up', 'a', 'receipt', 'or', 'something', 'earlier']",ham
4761,"['me', 'too!', 'have', 'a', 'lovely', 'night', 'xxx']",ham
3162,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', 'å£1450', 'prize', 'to', 'claim', 'just', 'call', '09053750005', 'b4', '310303', 't&cs/stop', 'sms', '08718725756', '140ppm']",spam
3415,"['uhhhhrmm', 'isnt', 'having', 'tb', 'test', 'bad', 'when', 'youre', 'sick']",ham
5204,"['how', 'come', 'she', 'can', 'get', 'it?', 'should', 'b', 'quite', 'diff', 'to', 'guess', 'rite']",ham
3353,"['r', 'u', 'sure', 'theyll', 'understand', 'that!', 'wine', '*', 'good', 'idea', 'just', 'had', 'a', 'slurp!']",ham
1583,"['its', 'cool', 'let', 'me', 'know', 'before', 'it', 'kicks', 'off', 'around', '&lt;#&gt;', 'ill', 'be', 'out', 'and', 'about', 'all', 'day']",ham
5570,"['the', 'guy', 'did', 'some', 'bitching', 'but', 'i', 'acted', 'like', 'id', 'be', 'interested', 'in', 'buying', 'something', 'else', 'next', 'week', 'and', 'he', 'gave', 'it', 'to', 'us', 'for', 'free']",ham
2851,"['how', 'tall', 'are', 'you', 'princess?']",ham
3106,"['hi', 'happy', 'new', 'year', 'i', 'dont', 'mean', 'to', 'intrude', 'but', 'can', 'you', 'pls', 'let', 'me', 'know', 'how', 'much', 'tuition', 'you', 'paid', 'last', 'semester', 'and', 'how', 'much', 'this', 'semester', 'is', 'thanks']",ham
1190,"['were', 'done']",ham
5417,"['nope', 'i', 'just', 'forgot', 'will', 'show', 'next', 'week']",ham
3633,"['its', 'a', 'big', 'difference', '&lt;#&gt;', 'versus', '&lt;#&gt;', 'every', '&lt;#&gt;', 'hrs']",ham
1160,"['you', 'sure', 'your', 'neighbors', 'didnt', 'pick', 'it', 'up']",ham
3082,"['kkhow', 'about', 'your', 'training', 'process?']",ham
165,"['i', 'place', 'all', 'ur', 'points', 'on', 'e', 'cultures', 'module', 'already']",ham
1636,"['0a$networks', 'allow', 'companies', 'to', 'bill', 'for', 'sms', 'so', 'they', 'are', 'responsible', 'for', 'their', '\\suppliers\\']",spam
4809,"['honey', 'can', 'you', 'pls', 'find', 'out', 'how', 'much', 'they', 'sell', 'predicte', 'in', 'nigeria', 'and', 'how', 'many', 'times', 'can', 'it', 'be', 'used', 'its', 'very', 'important', 'to', 'have', 'a', 'reply', 'before', 'monday']",ham
3444,"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', '\\kudi\\yarasu', 'dhina', 'vaazhthukkal']",ham
1749,"['got', 'itmail', 'panren', 'paru']",ham
957,"['welp', 'apparently', 'he', 'retired']",ham
1904,"['therere', 'some', 'people', 'by', 'mu', 'im', 'at', 'the', 'table', 'by', 'lambda']",ham
4123,"['hey', 'sexy', 'buns', '!', 'have', 'i', 'told', 'you', '?', 'i', 'adore', 'you', 'loverboy', 'i', 'hope', 'you', 'remember', 'to', 'thank', 'your', 'sister', 'in', 'law', 'for', 'those', 'meatballs', '*grins*', 'i', 'love', 'you', 'babe']",ham
2184,"['purity', 'of', 'friendship', 'between', 'two', 'is', 'not', 'about', 'smiling', 'after', 'reading', 'the', 'forwarded', 'messageits', 'about', 'smiling', 'just', 'by', 'seeing', 'the', 'name', 'gud', 'evng']",ham
578,"['our', 'mobile', 'number', 'has', 'won', 'å£5000', 'to', 'claim', 'calls', 'us', 'back', 'or', 'ring', 'the', 'claims', 'hot', 'line', 'on', '09050005321']",spam
2662,"['8007', 'free', 'for', '1st', 'week!', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'wwwgetzedcouk', 'pobox', '36504', 'w4', '5wq', 'norm', '150p/tone', '16+']",spam
4504,"['mobile', 'club', 'choose', 'any', 'of', 'the', 'top', 'quality', 'items', 'for', 'your', 'mobile', '7cfca1a']",spam
1945,"['hey', 'we', 'can', 'go', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'and', 'yogasana']",ham
3000,"['this', 'message', 'is', 'free', 'welcome', 'to', 'the', 'new', '&', 'improved', 'sex', '&', 'dogging', 'club!', 'to', 'unsubscribe', 'from', 'this', 'service', 'reply', 'stop', 'msgs@150p', '18+only']",spam
4691,"['by', 'march', 'ending', 'i', 'should', 'be', 'ready', 'but', 'will', 'call', 'you', 'for', 'sure', 'the', 'problem', 'is', 'that', 'my', 'capital', 'never', 'complete', 'how', 'far', 'with', 'you', 'hows', 'work', 'and', 'the', 'ladies']",ham
645,"['watching', 'cartoon', 'listening', 'music', '&amp;', 'at', 'eve', 'had', 'to', 'go', 'temple', '&amp;', 'church', 'what', 'about', 'u?']",ham
5498,"['why', 'did', 'i', 'wake', 'up', 'on', 'my', 'own', '&gt;']",ham
1769,"['dont', 'show', 'yourself', 'how', 'far', 'put', 'new', 'pictures', 'up', 'on', 'facebook']",ham
3899,['okie'],ham
3306,"['set', 'a', 'place', 'for', 'me', 'in', 'your', 'heart', 'and', 'not', 'in', 'your', 'mind', 'as', 'the', 'mind', 'easily', 'forgets', 'but', 'the', 'heart', 'will', 'always', 'remember', 'wish', 'you', 'happy', 'valentines', 'day!']",ham
683,"['hi', 'im', 'sue', 'i', 'am', '20', 'years', 'old', 'and', 'work', 'as', 'a', 'lapdancer', 'i', 'love', 'sex', 'text', 'me', 'live', '-', 'im', 'i', 'my', 'bedroom', 'now', 'text', 'sue', 'to', '89555', 'by', 'textoperator', 'g2', '1da', '150ppmsg', '18+']",spam
2549,"['please', 'sen', 'my', 'kind', 'advice', '-please', 'come', 'here', 'and', 'try-']",ham
2229,"['hey', 'thk', 'we', 'juz', 'go', 'accordin', 'to', 'wat', 'we', 'discussed', 'yest', 'lor', 'except', 'no', 'kb', 'on', 'sun', 'cos', 'theres', 'nt', 'much', 'lesson', 'to', 'go', 'if', 'we', 'attend', 'kb', 'on', 'sat']",ham
